pkt_id,timestamp_ms,altitude_m,temp_c,temp_c_1,temp_c_2,temp_c_3,temp_c_4,pressure_hpa,accel_z,gyro_x,lat,lon,rssi_dbm,flags
33,3300,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
34,3400,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
35,3500,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
36,3600,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
37,3700,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
38,3800,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
39,3900,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
40,4000,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
41,4100,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
42,4200,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
43,4300,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
44,4400,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
45,4500,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
46,4600,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
47,4699,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
48,4799,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
49,4899,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
50,4999,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,60
51,5099,0.0,25.0,27.1,28.0,23.5,24.5,1013.25,15.29,0,51.5,-0.1,-50,61
52,5199,1.35,24.99,27.09,27.99,23.49,24.49,1013.09,13.76,0,51.5,-0.1,-50,61
53,5299,3.9,24.97,27.07,27.97,23.47,24.47,1012.78,12.23,0,51.5,-0.1,-50,61
54,5399,7.5,24.95,27.05,27.95,23.45,24.45,1012.35,10.7,0,51.5,-0.1,-50,61
55,5499,12.0,24.92,27.02,27.92,23.42,24.42,1011.81,9.17,0,51.5,-0.1,-50,61
56,5599,17.25,24.89,26.99,27.89,23.39,24.39,1011.18,7.65,0,51.5,-0.1,-50,61
57,5699,23.1,24.85,26.95,27.85,23.35,24.35,1010.48,6.12,0,51.5,-0.1,-50,61
58,5799,29.4,24.81,26.91,27.81,23.31,24.31,1009.72,4.59,0,51.5,-0.1,-50,61
59,5899,36.0,24.77,26.87,27.77,23.27,24.27,1008.93,3.06,0,51.5,-0.1,-50,61
60,5999,42.75,24.72,26.82,27.72,23.22,24.22,1008.12,1.53,0,51.5,-0.1,-50,61
61,6099,49.5,24.68,26.78,27.68,23.18,24.18,1007.32,0.0,0,51.5,-0.1,-50,61
62,6199,56.15,24.64,26.74,27.64,23.14,24.14,1006.52,-1.0,0,51.5,-0.1,-50,61
63,6299,62.71,24.59,26.69,27.59,23.09,24.09,1005.74,-1.0,0,51.5,-0.1,-50,61
64,6399,69.16,24.55,26.65,27.55,23.05,24.05,1004.97,-1.0,0,51.5,-0.1,-50,61
65,6499,75.52,24.51,26.61,27.51,23.01,24.01,1004.21,-1.0,0,51.5,-0.1,-50,61
66,6599,81.78,24.47,26.57,27.47,22.97,23.97,1003.46,-1.0,0,51.5,-0.1,-50,61
67,6699,87.94,24.43,26.53,27.43,22.93,23.93,1002.73,-1.0,0,51.5,-0.1,-50,61
68,6799,94.0,24.39,26.49,27.39,22.89,23.89,1002.01,-1.0,0,51.5,-0.1,-50,61
69,6899,99.97,24.35,26.45,27.35,22.85,23.85,1001.3,-1.0,0,51.5,-0.1,-50,61
70,6999,105.84,24.31,26.41,27.31,22.81,23.81,1000.6,-1.0,0,51.5,-0.1,-51,61
71,7099,111.6,24.27,26.37,27.27,22.77,23.77,999.91,-1.0,0,51.5,-0.1,-51,61
72,7199,117.28,24.24,26.34,27.24,22.74,23.74,999.24,-1.0,0,51.5,-0.1,-51,61
73,7299,122.85,24.2,26.3,27.2,22.7,23.7,998.58,-1.0,0,51.5,-0.1,-51,61
74,7399,128.32,24.17,26.27,27.17,22.67,23.67,997.93,-1.0,0,51.5,-0.1,-51,61
75,7499,133.7,24.13,26.23,27.13,22.63,23.63,997.29,-1.0,0,51.5,-0.1,-51,61
76,7599,138.98,24.1,26.2,27.1,22.6,23.6,996.67,-1.0,0,51.5,-0.1,-51,61
77,7699,144.16,24.06,26.16,27.06,22.56,23.56,996.05,-1.0,0,51.5,-0.1,-51,61
78,7799,149.24,24.03,26.13,27.03,22.53,23.53,995.45,-1.0,0,51.5,-0.1,-51,61
79,7899,154.22,24.0,26.1,27.0,22.5,23.5,994.86,-1.0,0,51.5,-0.1,-51,61
80,7999,159.11,23.97,26.07,26.97,22.47,23.47,994.28,-1.0,0,51.5,-0.1,-51,61
81,8099,163.9,23.93,26.03,26.93,22.43,23.43,993.71,-1.0,0,51.5,-0.1,-51,61
82,8199,168.59,23.9,26.0,26.9,22.4,23.4,993.16,-1.0,0,51.5,-0.1,-51,61
83,8299,173.18,23.87,25.97,26.87,22.37,23.37,992.62,-1.0,0,51.5,-0.1,-51,61
84,8399,177.67,23.85,25.95,26.85,22.35,23.35,992.09,-1.0,0,51.5,-0.1,-51,61
85,8499,182.07,23.82,25.92,26.82,22.32,23.32,991.57,-1.0,0,51.5,-0.1,-51,61
86,8599,186.37,23.79,25.89,26.79,22.29,23.29,991.06,-1.0,0,51.5,-0.1,-51,61
87,8699,190.57,23.76,25.86,26.76,22.26,23.26,990.57,-1.0,0,51.5,-0.1,-51,61
88,8799,194.67,23.73,25.83,26.73,22.23,23.23,990.08,-1.0,0,51.5,-0.1,-51,61
89,8899,198.67,23.71,25.81,26.71,22.21,23.21,989.61,-1.0,0,51.5,-0.1,-51,61
90,8999,202.58,23.68,25.78,26.68,22.18,23.18,989.15,-1.0,0,51.5,-0.1,-52,61
91,9099,206.38,23.66,25.76,26.66,22.16,23.16,988.7,-1.0,0,51.5,-0.1,-52,61
92,9199,210.09,23.63,25.73,26.63,22.13,23.13,988.26,-1.0,0,51.5,-0.1,-52,61
93,9299,213.7,23.61,25.71,26.61,22.11,23.11,987.84,-1.0,0,51.5,-0.1,-52,61
94,9399,217.22,23.59,25.69,26.59,22.09,23.09,987.43,-1.0,0,51.5,-0.1,-52,61
95,9499,220.63,23.57,25.67,26.57,22.07,23.07,987.02,-1.0,0,51.5,-0.1,-52,61
96,9599,223.95,23.54,25.64,26.54,22.04,23.04,986.63,-1.0,0,51.5,-0.1,-52,61
97,9699,227.17,23.52,25.62,26.52,22.02,23.02,986.26,-1.0,0,51.5,-0.1,-52,61
98,9799,230.29,23.5,25.6,26.5,22.0,23.0,985.89,-1.0,0,51.5,-0.1,-52,61
99,9899,233.31,23.48,25.58,26.48,21.98,22.98,985.53,-1.0,0,51.5,-0.1,-52,61
100,9999,236.23,23.46,25.56,26.46,21.96,22.96,985.19,-1.0,0,51.5,-0.1,-52,61
101,10099,239.06,23.45,25.55,26.45,21.95,22.95,984.86,-1.0,0,51.5,-0.1,-52,61
102,10199,241.79,23.43,25.53,26.43,21.93,22.93,984.54,-1.0,0,51.5,-0.1,-52,61
103,10299,244.42,23.41,25.51,26.41,21.91,22.91,984.23,-1.0,0,51.5,-0.1,-52,61
104,10399,246.95,23.39,25.49,26.39,21.89,22.89,983.93,-1.0,0,51.5,-0.1,-52,61
105,10499,249.38,23.38,25.48,26.38,21.88,22.88,983.65,-1.0,0,51.5,-0.1,-52,61
106,10599,251.72,23.36,25.46,26.36,21.86,22.86,983.37,-1.0,0,51.5,-0.1,-52,61
107,10699,253.95,23.35,25.45,26.35,21.85,22.85,983.11,-1.0,0,51.5,-0.1,-52,61
108,10799,256.09,23.34,25.44,26.34,21.84,22.84,982.86,-1.0,0,51.5,-0.1,-52,61
109,10899,258.13,23.32,25.42,26.32,21.82,22.82,982.62,-1.0,0,51.5,-0.1,-52,61
110,10999,260.08,23.31,25.41,26.31,21.81,22.81,982.39,-1.0,0,51.5,-0.1,-52,61
111,11099,261.92,23.3,25.4,26.3,21.8,22.8,982.18,-1.0,0,51.5,-0.1,-52,61
112,11199,263.67,23.29,25.39,26.29,21.79,22.79,981.97,-1.0,0,51.5,-0.1,-52,61
113,11299,265.32,23.28,25.38,26.28,21.78,22.78,981.78,-1.0,0,51.5,-0.1,-52,61
114,11399,266.87,23.27,25.37,26.27,21.77,22.77,981.6,-1.0,0,51.5,-0.1,-52,61
115,11499,268.32,23.26,25.36,26.26,21.76,22.76,981.43,-1.0,0,51.5,-0.1,-52,61
116,11599,269.68,23.25,25.35,26.25,21.75,22.75,981.27,-1.0,0,51.5,-0.1,-52,61
117,11699,270.93,23.24,25.34,26.24,21.74,22.74,981.12,-1.0,0,51.5,-0.1,-52,61
118,11799,272.09,23.23,25.33,26.23,21.73,22.73,980.99,-1.0,0,51.5,-0.1,-52,61
119,11899,273.15,23.22,25.32,26.22,21.72,22.72,980.86,-1.0,0,51.5,-0.1,-52,61
120,11999,274.11,23.22,25.32,26.22,21.72,22.72,980.75,-1.0,0,51.5,-0.1,-52,61
121,12099,274.98,23.21,25.31,26.21,21.71,22.71,980.65,-1.0,0,51.5,-0.1,-52,61
122,12199,275.74,23.21,25.31,26.21,21.71,22.71,980.56,-1.0,0,51.5,-0.1,-52,61
123,12299,276.41,23.2,25.3,26.2,21.7,22.7,980.48,-1.0,0,51.5,-0.1,-52,61
124,12399,276.98,23.2,25.3,26.2,21.7,22.7,980.42,-1.0,0,51.5,-0.1,-52,61
125,12499,277.45,23.2,25.3,26.2,21.7,22.7,980.36,-1.0,0,51.5,-0.1,-52,61
126,12599,277.83,23.19,25.29,26.19,21.69,22.69,980.32,-1.0,0,51.5,-0.1,-52,61
127,12699,278.1,23.19,25.29,26.19,21.69,22.69,980.28,-1.0,0,51.5,-0.1,-52,61
128,12799,278.28,23.19,25.29,26.19,21.69,22.69,980.26,-1.0,0,51.5,-0.1,-52,61
129,12899,278.36,23.19,25.29,26.19,21.69,22.69,980.25,-1.0,0,51.5,-0.1,-52,61
130,12999,278.34,23.19,25.29,26.19,21.69,22.69,980.26,-1.0,0,51.5,-0.1,-52,61
131,13099,278.22,23.19,25.29,26.19,21.69,22.69,980.27,-1.0,0,51.5,-0.1,-52,61
132,13199,278.01,23.19,25.29,26.19,21.69,22.69,980.3,-1.0,0,51.5,-0.1,-52,61
133,13299,277.69,23.19,25.29,26.19,21.69,22.69,980.33,-1.0,0,51.5,-0.1,-52,61
134,13399,277.28,23.2,25.3,26.2,21.7,22.7,980.38,-1.0,0,51.5,-0.1,-52,61
135,13499,276.77,23.2,25.3,26.2,21.7,22.7,980.44,-1.0,0,51.5,-0.1,-52,61
136,13599,276.16,23.2,25.3,26.2,21.7,22.7,980.51,-1.0,0,51.5,-0.1,-52,61
137,13699,275.46,23.21,25.31,26.21,21.71,22.71,980.59,-1.0,0,51.5,-0.1,-52,61
138,13799,274.66,23.21,25.31,26.21,21.71,22.71,980.69,-1.0,0,51.5,-0.1,-52,61
139,13899,273.75,23.22,25.32,26.22,21.72,22.72,980.79,-1.0,0,51.5,-0.1,-52,61
140,13999,272.75,23.23,25.33,26.23,21.73,22.73,980.91,-1.0,0,51.5,-0.1,-52,61
141,14099,271.66,23.23,25.33,26.23,21.73,22.73,981.04,-1.0,0,51.5,-0.1,-52,61
142,14199,271.66,23.23,25.33,26.23,21.73,22.73,981.04,-1.0,0,51.5,-0.1,-52,63
143,14299,271.16,23.24,25.34,26.24,21.74,22.74,981.1,0.0,0,51.5,-0.1,-52,63
144,14399,270.66,23.24,25.34,26.24,21.74,22.74,981.16,0.0,0,51.5,-0.1,-52,63
145,14499,270.16,23.24,25.34,26.24,21.74,22.74,981.21,0.0,0,51.5,-0.1,-52,63
146,14599,269.66,23.25,25.35,26.25,21.75,22.75,981.27,0.0,0,51.5,-0.1,-52,63
147,14699,269.16,23.25,25.35,26.25,21.75,22.75,981.33,0.0,0,51.5,-0.1,-52,63
148,14799,268.66,23.25,25.35,26.25,21.75,22.75,981.39,0.0,0,51.5,-0.1,-52,63
149,14899,268.16,23.26,25.36,26.26,21.76,22.76,981.45,0.0,0,51.5,-0.1,-52,63
150,14999,267.66,23.26,25.36,26.26,21.76,22.76,981.51,0.0,0,51.5,-0.1,-52,63
151,15099,267.16,23.26,25.36,26.26,21.76,22.76,981.57,0.0,0,51.5,-0.1,-52,63
152,15199,266.66,23.27,25.37,26.27,21.77,22.77,981.62,0.0,0,51.5,-0.1,-52,63
153,15299,266.16,23.27,25.37,26.27,21.77,22.77,981.68,0.0,0,51.5,-0.1,-52,63
154,15399,265.66,23.27,25.37,26.27,21.77,22.77,981.74,0.0,0,51.5,-0.1,-52,63
155,15499,265.16,23.28,25.38,26.28,21.78,22.78,981.8,0.0,0,51.5,-0.1,-52,63
156,15599,264.66,23.28,25.38,26.28,21.78,22.78,981.86,0.0,0,51.5,-0.1,-52,63
157,15699,264.16,23.28,25.38,26.28,21.78,22.78,981.92,0.0,0,51.5,-0.1,-52,63
158,15799,263.66,23.29,25.39,26.29,21.79,22.79,981.97,0.0,0,51.5,-0.1,-52,63
159,15899,263.16,23.29,25.39,26.29,21.79,22.79,982.03,0.0,0,51.5,-0.1,-52,63
160,15999,262.66,23.29,25.39,26.29,21.79,22.79,982.09,0.0,0,51.5,-0.1,-52,63
161,16099,262.16,23.3,25.4,26.3,21.8,22.8,982.15,0.0,0,51.5,-0.1,-52,63
162,16199,261.66,23.3,25.4,26.3,21.8,22.8,982.21,0.0,0,51.5,-0.1,-52,63
163,16299,261.16,23.3,25.4,26.3,21.8,22.8,982.27,0.0,0,51.5,-0.1,-52,63
164,16399,260.66,23.31,25.41,26.31,21.81,22.81,982.33,0.0,0,51.5,-0.1,-52,63
165,16499,260.16,23.31,25.41,26.31,21.81,22.81,982.38,0.0,0,51.5,-0.1,-52,63
166,16599,259.66,23.31,25.41,26.31,21.81,22.81,982.44,0.0,0,51.5,-0.1,-52,63
167,16699,259.16,23.32,25.42,26.32,21.82,22.82,982.5,0.0,0,51.5,-0.1,-52,63
168,16799,258.66,23.32,25.42,26.32,21.82,22.82,982.56,0.0,0,51.5,-0.1,-52,63
169,16899,258.16,23.32,25.42,26.32,21.82,22.82,982.62,0.0,0,51.5,-0.1,-52,63
170,16999,257.66,23.33,25.43,26.33,21.83,22.83,982.68,0.0,0,51.5,-0.1,-52,63
171,17099,257.16,23.33,25.43,26.33,21.83,22.83,982.74,0.0,0,51.5,-0.1,-52,63
172,17199,256.66,23.33,25.43,26.33,21.83,22.83,982.8,0.0,0,51.5,-0.1,-52,63
173,17299,256.16,23.33,25.43,26.33,21.83,22.83,982.85,0.0,0,51.5,-0.1,-52,63
174,17399,255.66,23.34,25.44,26.34,21.84,22.84,982.91,0.0,0,51.5,-0.1,-52,63
175,17499,255.16,23.34,25.44,26.34,21.84,22.84,982.97,0.0,0,51.5,-0.1,-52,63
176,17599,254.66,23.34,25.44,26.34,21.84,22.84,983.03,0.0,0,51.5,-0.1,-52,63
177,17699,254.16,23.35,25.45,26.35,21.85,22.85,983.09,0.0,0,51.5,-0.1,-52,63
178,17799,253.66,23.35,25.45,26.35,21.85,22.85,983.15,0.0,0,51.5,-0.1,-52,63
179,17899,253.16,23.35,25.45,26.35,21.85,22.85,983.21,0.0,0,51.5,-0.1,-52,63
180,17999,252.66,23.36,25.46,26.36,21.86,22.86,983.26,0.0,0,51.5,-0.1,-52,63
181,18099,252.16,23.36,25.46,26.36,21.86,22.86,983.32,0.0,0,51.5,-0.1,-52,63
182,18199,251.66,23.36,25.46,26.36,21.86,22.86,983.38,0.0,0,51.5,-0.1,-52,63
183,18299,251.16,23.37,25.47,26.37,21.87,22.87,983.44,0.0,0,51.5,-0.1,-52,63
184,18399,250.66,23.37,25.47,26.37,21.87,22.87,983.5,0.0,0,51.5,-0.1,-52,63
185,18499,250.16,23.37,25.47,26.37,21.87,22.87,983.56,0.0,0,51.5,-0.1,-52,63
186,18599,249.66,23.38,25.48,26.38,21.88,22.88,983.62,0.0,0,51.5,-0.1,-52,63
187,18699,249.16,23.38,25.48,26.38,21.88,22.88,983.67,0.0,0,51.5,-0.1,-52,63
188,18799,248.66,23.38,25.48,26.38,21.88,22.88,983.73,0.0,0,51.5,-0.1,-52,63
189,18900,248.16,23.39,25.49,26.39,21.89,22.89,983.79,0.0,0,51.5,-0.1,-52,63
190,19000,247.66,23.39,25.49,26.39,21.89,22.89,983.85,0.0,0,51.5,-0.1,-52,63
191,19100,247.16,23.39,25.49,26.39,21.89,22.89,983.91,0.0,0,51.5,-0.1,-52,63
192,19200,246.66,23.4,25.5,26.4,21.9,22.9,983.97,0.0,0,51.5,-0.1,-52,63
193,19300,246.16,23.4,25.5,26.4,21.9,22.9,984.03,0.0,0,51.5,-0.1,-52,63
194,19400,245.66,23.4,25.5,26.4,21.9,22.9,984.08,0.0,0,51.5,-0.1,-52,63
195,19500,245.16,23.41,25.51,26.41,21.91,22.91,984.14,0.0,0,51.5,-0.1,-52,63
196,19600,244.66,23.41,25.51,26.41,21.91,22.91,984.2,0.0,0,51.5,-0.1,-52,63
197,19700,244.16,23.41,25.51,26.41,21.91,22.91,984.26,0.0,0,51.5,-0.1,-52,63
198,19800,243.66,23.42,25.52,26.42,21.92,22.92,984.32,0.0,0,51.5,-0.1,-52,63
199,19900,243.16,23.42,25.52,26.42,21.92,22.92,984.38,0.0,0,51.5,-0.1,-52,63
200,20000,242.66,23.42,25.52,26.42,21.92,22.92,984.44,0.0,0,51.5,-0.1,-52,63
201,20100,242.16,23.43,25.53,26.43,21.93,22.93,984.5,0.0,0,51.5,-0.1,-52,63
202,20200,241.66,23.43,25.53,26.43,21.93,22.93,984.55,0.0,0,51.5,-0.1,-52,63
203,20300,241.16,23.43,25.53,26.43,21.93,22.93,984.61,0.0,0,51.5,-0.1,-52,63
204,20400,240.66,23.44,25.54,26.44,21.94,22.94,984.67,0.0,0,51.5,-0.1,-52,63
205,20500,240.16,23.44,25.54,26.44,21.94,22.94,984.73,0.0,0,51.5,-0.1,-52,63
206,20600,239.66,23.44,25.54,26.44,21.94,22.94,984.79,0.0,0,51.5,-0.1,-52,63
207,20700,239.16,23.45,25.55,26.45,21.95,22.95,984.85,0.0,0,51.5,-0.1,-52,63
208,20800,238.66,23.45,25.55,26.45,21.95,22.95,984.91,0.0,0,51.5,-0.1,-52,63
209,20900,238.16,23.45,25.55,26.45,21.95,22.95,984.97,0.0,0,51.5,-0.1,-52,63
210,21000,237.66,23.46,25.56,26.46,21.96,22.96,985.02,0.0,0,51.5,-0.1,-52,63
211,21100,237.16,23.46,25.56,26.46,21.96,22.96,985.08,0.0,0,51.5,-0.1,-52,63
212,21200,236.66,23.46,25.56,26.46,21.96,22.96,985.14,0.0,0,51.5,-0.1,-52,63
213,21300,236.16,23.46,25.56,26.46,21.96,22.96,985.2,0.0,0,51.5,-0.1,-52,63
214,21400,235.66,23.47,25.57,26.47,21.97,22.97,985.26,0.0,0,51.5,-0.1,-52,63
215,21500,235.16,23.47,25.57,26.47,21.97,22.97,985.32,0.0,0,51.5,-0.1,-52,63
216,21600,234.66,23.47,25.57,26.47,21.97,22.97,985.38,0.0,0,51.5,-0.1,-52,63
217,21700,234.16,23.48,25.58,26.48,21.98,22.98,985.43,0.0,0,51.5,-0.1,-52,63
218,21800,233.66,23.48,25.58,26.48,21.98,22.98,985.49,0.0,0,51.5,-0.1,-52,63
219,21900,233.16,23.48,25.58,26.48,21.98,22.98,985.55,0.0,0,51.5,-0.1,-52,63
220,22000,232.66,23.49,25.59,26.49,21.99,22.99,985.61,0.0,0,51.5,-0.1,-52,63
221,22100,232.16,23.49,25.59,26.49,21.99,22.99,985.67,0.0,0,51.5,-0.1,-52,63
222,22200,231.66,23.49,25.59,26.49,21.99,22.99,985.73,0.0,0,51.5,-0.1,-52,63
223,22300,231.16,23.5,25.6,26.5,22.0,23.0,985.79,0.0,0,51.5,-0.1,-52,63
224,22400,230.66,23.5,25.6,26.5,22.0,23.0,985.85,0.0,0,51.5,-0.1,-52,63
225,22500,230.16,23.5,25.6,26.5,22.0,23.0,985.9,0.0,0,51.5,-0.1,-52,63
226,22600,229.66,23.51,25.61,26.51,22.01,23.01,985.96,0.0,0,51.5,-0.1,-52,63
227,22700,229.16,23.51,25.61,26.51,22.01,23.01,986.02,0.0,0,51.5,-0.1,-52,63
228,22800,228.66,23.51,25.61,26.51,22.01,23.01,986.08,0.0,0,51.5,-0.1,-52,63
229,22900,228.16,23.52,25.62,26.52,22.02,23.02,986.14,0.0,0,51.5,-0.1,-52,63
230,23000,227.66,23.52,25.62,26.52,22.02,23.02,986.2,0.0,0,51.5,-0.1,-52,63
231,23100,227.16,23.52,25.62,26.52,22.02,23.02,986.26,0.0,0,51.5,-0.1,-52,63
232,23200,226.66,23.53,25.63,26.53,22.03,23.03,986.32,0.0,0,51.5,-0.1,-52,63
233,23300,226.16,23.53,25.63,26.53,22.03,23.03,986.37,0.0,0,51.5,-0.1,-52,63
234,23400,225.66,23.53,25.63,26.53,22.03,23.03,986.43,0.0,0,51.5,-0.1,-52,63
235,23500,225.16,23.54,25.64,26.54,22.04,23.04,986.49,0.0,0,51.5,-0.1,-52,63
236,23600,224.66,23.54,25.64,26.54,22.04,23.04,986.55,0.0,0,51.5,-0.1,-52,63
237,23700,224.16,23.54,25.64,26.54,22.04,23.04,986.61,0.0,0,51.5,-0.1,-52,63
238,23800,223.66,23.55,25.65,26.55,22.05,23.05,986.67,0.0,0,51.5,-0.1,-52,63
239,23900,223.16,23.55,25.65,26.55,22.05,23.05,986.73,0.0,0,51.5,-0.1,-52,63
240,24000,222.66,23.55,25.65,26.55,22.05,23.05,986.79,0.0,0,51.5,-0.1,-52,63
241,24100,222.16,23.56,25.66,26.56,22.06,23.06,986.85,0.0,0,51.5,-0.1,-52,63
242,24200,221.66,23.56,25.66,26.56,22.06,23.06,986.9,0.0,0,51.5,-0.1,-52,63
243,24300,221.16,23.56,25.66,26.56,22.06,23.06,986.96,0.0,0,51.5,-0.1,-52,63
244,24400,220.66,23.57,25.67,26.57,22.07,23.07,987.02,0.0,0,51.5,-0.1,-52,63
245,24500,220.16,23.57,25.67,26.57,22.07,23.07,987.08,0.0,0,51.5,-0.1,-52,63
246,24600,219.66,23.57,25.67,26.57,22.07,23.07,987.14,0.0,0,51.5,-0.1,-52,63
247,24700,219.16,23.58,25.68,26.58,22.08,23.08,987.2,0.0,0,51.5,-0.1,-52,63
248,24800,218.66,23.58,25.68,26.58,22.08,23.08,987.26,0.0,0,51.5,-0.1,-52,63
249,24900,218.16,23.58,25.68,26.58,22.08,23.08,987.32,0.0,0,51.5,-0.1,-52,63
250,25000,217.66,23.59,25.69,26.59,22.09,23.09,987.37,0.0,0,51.5,-0.1,-52,63
251,25100,217.16,23.59,25.69,26.59,22.09,23.09,987.43,0.0,0,51.5,-0.1,-52,63
252,25200,216.66,23.59,25.69,26.59,22.09,23.09,987.49,0.0,0,51.5,-0.1,-52,63
253,25300,216.16,23.59,25.69,26.59,22.09,23.09,987.55,0.0,0,51.5,-0.1,-52,63
254,25400,215.66,23.6,25.7,26.6,22.1,23.1,987.61,0.0,0,51.5,-0.1,-52,63
255,25500,215.16,23.6,25.7,26.6,22.1,23.1,987.67,0.0,0,51.5,-0.1,-52,63
256,25600,214.66,23.6,25.7,26.6,22.1,23.1,987.73,0.0,0,51.5,-0.1,-52,63
257,25700,214.16,23.61,25.71,26.61,22.11,23.11,987.79,0.0,0,51.5,-0.1,-52,63
